date,BTCUSDT,ETHUSDT,SOLUSDT
2025/7/24 16:10,-0.035364885,0.36010603,-0.604529085
2025/7/24 16:15,-0.088626785,0.332989915,-0.5783833
2025/7/24 16:20,-0.016762192,0.384121283,-0.599116525
2025/7/24 16:25,-0.037467017,0.346968283,-0.615564699
2025/7/24 16:30,0.029786104,0.36220793,-0.608005966
2025/7/24 16:35,-0.054539317,0.289441448,-0.656019235
2025/7/24 16:40,-0.04059014,0.319861456,-0.639548404
2025/7/24 16:45,-0.026273591,0.312769282,-0.660957127
2025/7/24 16:50,-0.096203957,0.406182802,-0.497613241
2025/7/24 16:55,-0.027211383,0.328226743,-0.644561874
2025/7/24 17:00,0.052116831,0.385618317,-0.562264852
2025/7/24 17:05,-0.053935171,0.382805057,-0.563259771
2025/7/24 17:10,-0.018901829,0.304444681,-0.676653489
2025/7/24 17:15,-0.026679875,0.342165257,-0.631154869
2025/7/24 17:20,-0.033907308,0.376567449,-0.589525243
2025/7/24 17:25,-0.070129151,0.369878831,-0.559992018
2025/7/24 17:30,0.001736996,0.389564328,-0.608698676
2025/7/24 17:35,-0.044347285,0.355973311,-0.599679404
2025/7/24 17:40,0.021919295,0.368131561,-0.609949144
2025/7/24 17:45,0.026440257,0.380932049,-0.592627693
2025/7/24 17:50,0.010322957,0.490134154,-0.499542889
2025/7/24 17:55,0.012673714,0.423239263,-0.564087023
2025/7/24 18:00,-0.00870531,0.310237561,-0.681057129
2025/7/24 18:05,0.099799023,0.216984049,-0.683216929
2025/7/24 18:10,0.074140581,0.37406138,-0.551798039
2025/7/24 18:15,0.053153607,0.370043199,-0.576803194
2025/7/24 18:20,0.031276617,0.34815042,-0.620572963
2025/7/24 18:25,0.056884393,0.358831437,-0.58428417
2025/7/24 18:30,0.057083238,0.381669123,-0.561247639
2025/7/24 18:35,-0.058074183,0.331135453,-0.610790364
2025/7/24 18:40,0.040834107,0.436174733,-0.52299116
2025/7/24 18:45,0.000842298,0.37729224,-0.621865462
2025/7/24 18:50,0.060016425,0.317159327,-0.622824248
2025/7/24 18:55,0.053674978,0.311001536,-0.635323486
2025/7/24 19:00,0.000832076,0.352732629,-0.646435295
2025/7/24 19:05,0.130927294,0.311415691,-0.557657016
2025/7/24 19:10,0.047743635,0.370315758,-0.581940608
2025/7/24 19:15,0.080282559,0.345520277,-0.574197164
2025/7/24 19:20,0.013998807,0.373682401,-0.612318793
2025/7/24 19:25,0.08378336,0.298594352,-0.617622288
2025/7/24 19:30,-0.007879047,0.409553981,-0.582566973
2025/7/24 19:35,-0.068220743,0.336293119,-0.595486139
2025/7/24 19:40,-0.058298359,0.324260091,-0.61744155
2025/7/24 19:45,-0.028008157,0.328974996,-0.643016847
2025/7/24 19:50,-0.01967235,0.279527211,-0.700800438
2025/7/24 19:55,0.102706611,0.393570566,-0.503722823
2025/7/24 20:00,-0.031963736,0.259857361,-0.708178903
2025/7/24 20:05,-0.111309778,0.295505975,-0.593184247
2025/7/24 20:10,-0.08819606,0.374416687,-0.537387253
2025/7/24 20:15,-0.061303408,0.33357519,-0.605121401
2025/7/24 20:20,0.008254458,0.382786049,-0.608959493
2025/7/24 20:25,-0.021068516,0.251441549,-0.727489936
2025/7/24 20:30,-0.154743888,0.363773827,-0.481482285
2025/7/24 20:35,-0.010758367,0.360132894,-0.629108739
2025/7/24 20:40,-0.101638619,0.305005216,-0.593356165
2025/7/24 20:45,-0.003333695,0.344857687,-0.651808618
2025/7/24 20:50,-0.015779127,0.424887749,-0.559333124
2025/7/24 20:55,-0.011736638,0.359008101,-0.629255261
2025/7/24 21:00,-0.058053186,0.32870844,-0.613238375
2025/7/24 21:05,-0.053005671,0.332322405,-0.614671925
2025/7/24 21:10,0.035540036,0.373408879,-0.591051084
2025/7/24 21:15,-0.068871232,0.318169222,-0.612959547
2025/7/24 21:20,-0.017337254,0.341847303,-0.640815443
2025/7/24 21:25,-0.058117219,0.298993837,-0.642888944
2025/7/24 21:30,0.003600342,0.307627369,-0.688772289
2025/7/24 21:35,-0.072785063,0.287205342,-0.640009596
2025/7/24 21:40,-0.010510321,0.396508253,-0.592981427
2025/7/24 21:45,0.010241193,0.295215747,-0.694543059
2025/7/24 21:50,0.050287867,0.279681405,-0.670030728
2025/7/24 21:55,0.0480185,0.243294597,-0.708686903
2025/7/24 22:00,0.047413685,0.244610348,-0.707975968
2025/7/24 22:05,0.084447407,0.331449158,-0.584103435
2025/7/24 22:10,0.004908224,0.311016747,-0.684075029
2025/7/24 22:15,0.011488445,0.304202238,-0.684309317
2025/7/24 22:20,0.047138912,0.318072719,-0.634788369
2025/7/24 22:25,0.07020296,0.292039174,-0.637757865
2025/7/24 22:30,0.146341017,0.275220652,-0.578438331
2025/7/24 22:35,0.092077588,0.24660896,-0.661313452
2025/7/24 22:40,0.093829174,0.24385235,-0.662318476
2025/7/24 22:45,0.09467141,0.227575864,-0.677752726
2025/7/24 22:50,0.007406213,0.354234877,-0.63835891
2025/7/24 22:55,0.01971953,0.337212556,-0.643067913
2025/7/24 23:00,0.057448611,0.244257054,-0.698294335
2025/7/24 23:05,0.030894153,0.312351831,-0.656754017
2025/7/24 23:10,0.048025928,0.253324946,-0.698649126
2025/7/24 23:15,0.07538698,0.273572651,-0.651040369
2025/7/24 23:20,0.07141351,0.238226563,-0.690359927
2025/7/24 23:25,0.131848229,0.272963679,-0.595188092
2025/7/24 23:30,0.03513634,0.308887386,-0.655976273
2025/7/24 23:35,-0.002692017,0.293931869,-0.703376114
2025/7/24 23:40,0.024457988,0.313820536,-0.661721476
2025/7/24 23:45,0.155257075,0.292446169,-0.552296756
2025/7/24 23:50,0.071928367,0.25660145,-0.671470183
2025/7/24 23:55,-0.016740879,0.335982393,-0.647276728
2025/7/25 0:00,0.017705628,0.22987429,-0.752420082
2025/7/25 0:05,0.082407136,0.198916089,-0.718676776
2025/7/25 0:10,0.065113109,0.300597093,-0.634289798
2025/7/25 0:15,-0.014137972,0.326817563,-0.659044464
2025/7/25 0:20,0.107861959,0.3038877,-0.588250341
2025/7/25 0:25,-0.02598083,0.341038511,-0.632980659
2025/7/25 0:30,0.005650918,0.34021974,-0.654129342
2025/7/25 0:35,-0.035162022,0.226333808,-0.73850417
2025/7/25 0:40,0.065981427,0.323790615,-0.610227957
2025/7/25 0:45,0.064512857,0.329588905,-0.605898238
2025/7/25 0:50,0.016566685,0.320131932,-0.663301383
2025/7/25 0:55,0.110533826,0.323123113,-0.56634306
2025/7/25 1:00,-0.024439841,0.34768481,-0.627875349
2025/7/25 1:05,0.004596953,0.342569404,-0.652833643
2025/7/25 1:10,0.105810872,0.267546949,-0.626642179
2025/7/25 1:15,0.079215355,0.283601193,-0.637183452
2025/7/25 1:20,0.041177849,0.351290376,-0.607531776
2025/7/25 1:25,0.024822337,0.369668651,-0.605509012
2025/7/25 1:30,0.034233026,0.403397845,-0.562369129
2025/7/25 1:35,0.106843125,0.353056294,-0.540100581
2025/7/25 1:40,-0.053612284,0.387044447,-0.55934327
2025/7/25 1:45,0.006663066,0.338179236,-0.655157698
2025/7/25 1:50,0.005797396,0.37747279,-0.616729814
2025/7/25 1:55,0.011875164,0.378588253,-0.609536584
2025/7/25 2:00,0.031859486,0.376736864,-0.59140365
2025/7/25 2:05,0.039927401,0.301626567,-0.658446032
2025/7/25 2:10,0.102898941,0.27380373,-0.623297329
2025/7/25 2:15,-0.093371721,0.317975411,-0.588652868
2025/7/25 2:20,0.031740372,0.274900574,-0.693359054
2025/7/25 2:25,-0.076974267,0.285537571,-0.637488162
2025/7/25 2:30,0.059845005,0.281994349,-0.658160645
2025/7/25 2:35,0.068213948,0.279378027,-0.652408026
2025/7/25 2:40,0.0014055,0.365768208,-0.632826292
2025/7/25 2:45,0.052361031,0.326562781,-0.621076187
2025/7/25 2:50,0.077025061,0.341140783,-0.581834157
2025/7/25 2:55,0.059075653,0.313979293,-0.626945054
2025/7/25 3:00,0.092222476,0.349825128,-0.557952395
2025/7/25 3:05,-0.011290649,0.330221892,-0.658487459
2025/7/25 3:10,0.081492557,0.37584382,-0.542663622
2025/7/25 3:15,0.095745939,0.323263893,-0.580990168
2025/7/25 3:20,0.115846655,0.312229703,-0.571923642
2025/7/25 3:25,0.003900779,0.363145105,-0.632954116
2025/7/25 3:30,0.051735429,0.334374677,-0.613889894
2025/7/25 3:35,0.073966724,0.325979619,-0.600053657
2025/7/25 3:40,0.046039111,0.305211732,-0.648749156
2025/7/25 3:45,0.071109831,0.291728572,-0.637161596
2025/7/25 3:50,0.119271519,0.322250677,-0.558477804
2025/7/25 3:55,0.059301598,0.299730375,-0.640968027
2025/7/25 4:00,0.059328212,0.396486954,-0.544184833
2025/7/25 4:05,0.046477147,0.32109033,-0.632432523
2025/7/25 4:10,0.09490591,0.318798782,-0.586295308
2025/7/25 4:15,0.151535802,0.359724864,-0.488739334
2025/7/25 4:20,0.142125306,0.279165131,-0.578709563
2025/7/25 4:25,0.040590012,0.280947259,-0.67846273
2025/7/25 4:30,0.025928244,0.415110222,-0.558961534
2025/7/25 4:35,0.069228028,0.35678195,-0.573990022
2025/7/25 4:40,0.057615553,0.368292379,-0.574092067
2025/7/25 4:45,0.041457111,0.412902801,-0.545640088
2025/7/25 4:50,0.010538189,0.350770174,-0.638691636
2025/7/25 4:55,-0.017676403,0.334367545,-0.647956051
2025/7/25 5:00,0.090035985,0.300856477,-0.609107538
2025/7/25 5:05,-0.001998731,0.408908343,-0.589092926
2025/7/25 5:10,-0.004618622,0.384189296,-0.611192082
2025/7/25 5:15,0.050111519,0.35055842,-0.599330061
2025/7/25 5:20,0.027184975,0.360674532,-0.612140493
2025/7/25 5:25,0.006980598,0.299647447,-0.693371955
2025/7/25 5:30,0.024926559,0.390839628,-0.584233813
2025/7/25 5:35,0.024902839,0.352980621,-0.62211654
2025/7/25 5:40,0.002021064,0.418175041,-0.579803896
2025/7/25 5:45,0.01530402,0.421739916,-0.562956063
2025/7/25 5:50,0.007065997,0.394503861,-0.598430142
2025/7/25 5:55,0.013505187,0.35127528,-0.635219533
2025/7/25 6:00,0.044786647,0.385130901,-0.570082452
2025/7/25 6:05,-0.01182249,0.410720422,-0.577457088
2025/7/25 6:10,0.097931036,0.355553213,-0.54651575
2025/7/25 6:15,0.009140668,0.363463673,-0.627395659
2025/7/25 6:20,0.006221256,0.391605851,-0.602172893
2025/7/25 6:25,-0.071976624,0.322704986,-0.60531839
2025/7/25 6:30,-0.010065766,0.34037864,-0.649555594
2025/7/25 6:35,0.02673565,0.373344138,-0.599920212
2025/7/25 6:40,0.047618791,0.356948836,-0.595432372
2025/7/25 6:45,-0.03270694,0.343392817,-0.623900242
2025/7/25 6:50,-0.03939421,0.361987809,-0.598617981
2025/7/25 6:55,0.046963272,0.361709362,-0.591327366
2025/7/25 7:00,0.066467889,0.348994244,-0.584537867
2025/7/25 7:05,-0.018916913,0.359753467,-0.621329621
2025/7/25 7:10,-0.061097994,0.393571694,-0.545330312
2025/7/25 7:15,-0.017022391,0.33446908,-0.648508529
2025/7/25 7:20,-0.055670638,0.298749253,-0.645580108
2025/7/25 7:25,-0.040690642,0.335466045,-0.623843313
2025/7/25 7:30,-0.031889125,0.297299189,-0.670811686
2025/7/25 7:35,-0.040808395,0.283843463,-0.675348142
2025/7/25 7:40,-0.029878418,0.295621324,-0.674500258
2025/7/25 7:45,0.039500115,0.29135872,-0.669141165
2025/7/25 7:50,-0.003575519,0.401983733,-0.594440748
2025/7/25 7:55,-0.007711488,0.369698528,-0.622589985
2025/7/25 8:00,-0.00848817,0.39904551,-0.59246632
2025/7/25 8:05,0.044689989,0.331227214,-0.624082797
2025/7/25 8:10,0.029824554,0.326584515,-0.643590931
2025/7/25 8:15,0.05785277,0.432742662,-0.509404568
2025/7/25 8:20,0.011239624,0.357426342,-0.631334034
2025/7/25 8:25,0.042033974,0.393231359,-0.564734667
2025/7/25 8:30,0.084756451,0.331221947,-0.584021602
2025/7/25 8:35,-0.004783943,0.361489273,-0.633726784
2025/7/25 8:40,0.033463493,0.325323488,-0.641213018
2025/7/25 8:45,0.043928437,0.411488815,-0.544582748
2025/7/25 8:50,-0.041904072,0.388362043,-0.569733885
2025/7/25 8:55,-0.071407486,0.389802575,-0.538789939
2025/7/25 9:00,0.004596091,0.332653043,-0.662750866
2025/7/25 9:05,-0.00976837,0.341084039,-0.649147591
2025/7/25 9:10,-0.034448585,0.325499043,-0.640052372
2025/7/25 9:15,0.043630747,0.326114011,-0.630255242
2025/7/25 9:20,-0.042864032,0.3610369,-0.596099069
2025/7/25 9:25,0.044974976,0.382258024,-0.572767
2025/7/25 9:30,0.097578041,0.341296363,-0.561125596
2025/7/25 9:35,0.05667538,0.39023963,-0.55308499
2025/7/25 9:40,0.010270002,0.376284689,-0.613445309
2025/7/25 9:45,0.015113369,0.284262155,-0.700624476
2025/7/25 9:50,0.042306994,0.264768255,-0.692924751
2025/7/25 9:55,0.011561968,0.398002831,-0.590435202
2025/7/25 10:00,0.051696341,0.332865952,-0.615437707
2025/7/25 10:05,0.052613004,0.334127214,-0.613259782
2025/7/25 10:10,0.040236269,0.327764171,-0.63199956
2025/7/25 10:15,0.03785767,0.429051161,-0.533091169
2025/7/25 10:20,-0.04284957,0.39429785,-0.56285258
2025/7/25 10:25,0.066860484,0.35099691,-0.582142606
2025/7/25 10:30,-0.033344281,0.353005061,-0.613650658
2025/7/25 10:35,0.082997327,0.319824115,-0.597178558
2025/7/25 10:40,0.00117789,0.371255806,-0.627566304
2025/7/25 10:45,0.023085085,0.361965106,-0.614949809
2025/7/25 10:50,0.072086018,0.368944003,-0.558969979
2025/7/25 10:55,0.033924906,0.383025956,-0.583049138
2025/7/25 11:00,0.060232663,0.400757332,-0.539010005
2025/7/25 11:05,-0.074674934,0.316395018,-0.608930048
2025/7/25 11:10,-0.010590253,0.417440296,-0.571969451
2025/7/25 11:15,0.045308252,0.348221022,-0.606470727
2025/7/25 11:20,-0.01062194,0.354997142,-0.634380917
2025/7/25 11:25,-0.029302566,0.359132392,-0.611565042
2025/7/25 11:30,0.054418248,0.400456494,-0.545125258
2025/7/25 11:35,0.078633198,0.381949409,-0.539417393
2025/7/25 11:40,0.066531094,0.376224338,-0.557244567
2025/7/25 11:45,0.030373144,0.36377934,-0.605847516
2025/7/25 11:50,-0.0579472,0.388316936,-0.553735863
2025/7/25 11:55,-0.009081191,0.370839646,-0.620079163
2025/7/25 12:00,0.041405323,0.435506518,-0.523088158
2025/7/25 12:05,0.067135187,0.27288906,-0.659975753
2025/7/25 12:10,0.02762403,0.362227953,-0.610148017
2025/7/25 12:15,-0.085075884,0.307668851,-0.607255264
2025/7/25 12:20,0.019129246,0.501693444,-0.479177311
2025/7/25 12:25,-0.103012887,0.304206038,-0.592781075
2025/7/25 12:30,-0.11219492,0.391661678,-0.496143402
2025/7/25 12:35,-0.036398382,0.399046344,-0.564555274
2025/7/25 12:40,-0.167393807,0.303401926,-0.529204267
2025/7/25 12:45,-0.051407681,0.443083518,-0.505508801
2025/7/25 12:50,-0.049933755,0.336155339,-0.613910906
2025/7/25 12:55,-0.048790187,0.408235064,-0.542974749
2025/7/25 13:00,-0.122041427,0.345399581,-0.532558992
2025/7/25 13:05,-0.04055704,0.326897444,-0.632545516
2025/7/25 13:10,-0.085638696,0.339248556,-0.575112748
2025/7/25 13:15,-0.136878844,0.304575634,-0.558545522
2025/7/25 13:20,0.022297103,0.349945956,-0.627756942
2025/7/25 13:25,-0.056098087,0.340501813,-0.603400099
2025/7/25 13:30,-0.005253652,0.217753796,-0.776992551
2025/7/25 13:35,0.035370889,0.370373337,-0.594255774
2025/7/25 13:40,-0.04880479,0.44329773,-0.50789748
2025/7/25 13:45,0.003900152,0.263913739,-0.732186109
2025/7/25 13:50,0.036515822,0.303250032,-0.660234146
2025/7/25 13:55,0.003743636,0.443920632,-0.552335732
2025/7/25 14:00,-0.025947167,0.306524441,-0.667528392
2025/7/25 14:05,-0.018846233,0.339682622,-0.641471145
2025/7/25 14:10,-0.062645124,0.373455384,-0.563899492
2025/7/25 14:15,-0.112312035,0.285309728,-0.602378237
2025/7/25 14:20,-0.174411615,0.254522771,-0.571065614
2025/7/25 14:25,-0.015264254,0.296790982,-0.687944764
2025/7/25 14:30,-0.088625976,0.329425555,-0.581948469
2025/7/25 14:35,-0.03035667,0.3576009,-0.61204243
2025/7/25 14:40,0.040680656,0.354375662,-0.604943682
2025/7/25 14:45,0.10369041,0.332508339,-0.56380125
2025/7/25 14:50,0.031910044,0.282443314,-0.685646642
2025/7/25 14:55,0.144113196,0.31895472,-0.536932084
2025/7/25 15:00,0.091768231,0.427790349,-0.480441421
2025/7/25 15:05,0.017402435,0.358298031,-0.624299534
2025/7/25 15:10,0.073577006,0.33173099,-0.594692004
2025/7/25 15:15,0.020343381,0.403066705,-0.576589914
2025/7/25 15:20,-0.010272314,0.36933984,-0.620387847
2025/7/25 15:25,0.091719442,0.360399598,-0.547880959
2025/7/25 15:30,0.053387826,0.35614748,-0.590464694
2025/7/25 15:35,-0.015056582,0.387113977,-0.597829441
2025/7/25 15:40,0.026658976,0.408137553,-0.565203471
2025/7/25 15:45,0.081092241,0.400903274,-0.518004485
2025/7/25 15:50,-0.021226292,0.415527996,-0.563245712
2025/7/25 15:55,-0.085563027,0.316626232,-0.597810741
2025/7/25 16:00,0.081411126,0.295138655,-0.623450219
2025/7/25 16:05,0.071935036,0.336169306,-0.591895658
2025/7/25 16:10,-0.037316607,0.321572907,-0.641110486
2025/7/25 16:15,0.125212736,0.319711668,-0.555075596
2025/7/25 16:20,0.105661221,0.234460494,-0.659878285
2025/7/25 16:25,0.037367324,0.324815685,-0.637816991
2025/7/25 16:30,0.057934942,0.274225431,-0.667839628
2025/7/25 16:35,0.083729536,0.340757992,-0.575512472
2025/7/25 16:40,0.08066214,0.353839227,-0.565498632
2025/7/25 16:45,0.033371369,0.368481558,-0.598147073
2025/7/25 16:50,0.032543535,0.398697834,-0.568758631
2025/7/25 16:55,0.085902338,0.351177242,-0.56292042
2025/7/25 17:00,0.052427351,0.313050638,-0.634522011
2025/7/25 17:05,0.056320949,0.332254168,-0.611424883
2025/7/25 17:10,0.032753686,0.31917448,-0.648071834
