signal_time,相对强弱信号,BTCUSDT,ETHUSDT,SOLUSDT,,处理后等权持仓,BTCUSDT,ETHUSDT,SOLUSDT,,return,diff,pnl
2025/7/24 7:50,,0.006638765,0.059256315,-0.12664533,,,0,0.5,-0.5,,8.58E-05,0.001605429,0.0396%
2025/7/24 7:55,,0.007833838,0.07207489,-0.11128557,,,0,0.5,-0.5,,-2.40E-06,0.001775751,0.0394%
2025/7/24 8:00,,0.021425605,0.069364786,-0.12716556,,,0,0.5,-0.5,,4.00E-05,0.003485997,0.0434%
2025/7/24 8:05,,0.021672368,0.06910026,-0.13974845,,,0,0.5,-0.5,,0.000117776,0.00355813,0.0552%
2025/7/24 8:10,,0.015485287,0.054566145,-0.11179012,,,0,0.5,-0.5,,9.21E-05,0.002614372,0.0644%
2025/7/24 8:15,,0.015282631,0.09055722,-0.12199128,,,0,0.5,-0.5,,1.83E-06,0.002838728,0.0646%
2025/7/24 8:20,,0.002924681,0.07401538,-0.1290347,,,0,0.5,-0.5,,-4.52E-05,0.001244676,0.0601%
2025/7/24 8:25,,0.011207342,0.08000946,-0.14670259,,,0,0.5,-0.5,,2.42E-05,0.002359901,0.0625%
2025/7/24 8:30,,0.004917145,0.08385193,-0.13686109,,,0,0.5,-0.5,,-6.09E-06,0.001575219,0.0619%
2025/7/24 8:35,,0.02486527,0.07133973,-0.1337285,,,0,0.5,-0.5,,1.07E-05,0.003943405,0.0629%
2025/7/24 8:40,,0.001082182,0.09334266,-0.11804271,,,0,0.5,-0.5,,-7.79E-05,0.001095179,0.0551%
2025/7/24 8:45,,0.029677391,0.08663905,-0.12112796,,,0,0.5,-0.5,,8.69E-05,0.004582854,0.0638%
2025/7/24 8:50,,-0.010357738,0.076455355,-0.13737327,,,0,0.5,-0.5,,-4.25E-05,0.002202118,0.0596%
2025/7/24 8:55,,-0.004717588,0.07758427,-0.17335486,,,0,0.5,-0.5,,4.69E-05,0.001639132,0.0643%
2025/7/24 9:00,,-0.000672162,0.09776068,-0.13961357,,,0,0.5,-0.5,,1.36E-05,0.001145363,0.0656%
2025/7/24 9:05,,-0.005837977,0.086419225,-0.1344316,,,0,0.5,-0.5,,-5.04E-05,0.001695374,0.0606%
2025/7/24 9:10,,0.003103137,0.085971355,-0.12777096,,,0,0.5,-0.5,,1.27E-05,0.001333402,0.0619%
2025/7/24 9:15,,0.006807208,0.109801054,-0.1491723,,,0,0.5,-0.5,,-7.82E-05,0.002004483,0.0540%
2025/7/24 9:20,,-0.010886252,0.07410109,-0.12645936,,,0,0.5,-0.5,,-3.85E-05,0.002215507,0.0502%
2025/7/24 9:25,,-0.005856037,0.07683921,-0.13590848,,,0,0.5,-0.5,,6.56E-05,0.001645688,0.0568%
2025/7/24 9:30,,-0.007067144,0.07433629,-0.14278561,,,0,0.5,-0.5,,-6.37E-05,0.001803448,0.0504%
2025/7/24 9:35,,0.011162281,0.09166825,-0.13893026,,,0,0.5,-0.5,,-4.64E-05,0.002396942,0.0457%
2025/7/24 9:40,,-0.00454092,0.073456764,-0.13451117,,,0,0.5,-0.5,,4.38E-05,0.001459004,0.0501%
2025/7/24 9:45,,0.020985246,0.097847104,-0.13329148,,,0,0.5,-0.5,,-5.09E-05,0.003622401,0.0450%
2025/7/24 9:50,,-0.010304928,0.060593367,-0.12797582,,,0,0.5,-0.5,,7.59E-05,0.00206887,0.0526%
2025/7/24 9:55,,-0.006061792,0.07808268,-0.1415466,,,0,0.5,-0.5,,3.46E-05,0.001697819,0.0561%
2025/7/24 10:00,,0.006111264,0.078433275,-0.14130259,,,0,0.5,-0.5,,4.23E-05,0.00170515,0.0603%
2025/7/24 10:05,,0.002905369,0.073580384,-0.13265455,,,0,0.5,-0.5,,-0.000132204,0.001252185,0.0471%
2025/7/24 10:10,,-0.005476475,0.10215044,-0.13479698,,,0,0.5,-0.5,,-2.07E-05,0.001745766,0.0450%
2025/7/24 10:15,,-0.013447642,0.061330914,-0.14059961,,,0,0.5,-0.5,,-6.30E-05,0.002503279,0.0387%
2025/7/24 10:20,,0.003233552,0.05969274,-0.1474886,,,0,0.5,-0.5,,-7.16E-05,0.001261037,0.0316%
2025/7/24 10:25,,-0.016001046,0.07286501,-0.12748587,,,0,0.5,-0.5,,-4.94E-05,0.002840759,0.0266%
2025/7/24 10:30,,-0.017668962,0.06951094,-0.11729747,,,0,0.5,-0.5,,-4.65E-05,0.002990834,0.0220%
2025/7/24 10:35,,-0.029588044,0.071578145,-0.12316388,,,0,0.5,-0.5,,4.41E-05,0.004489276,0.0264%
2025/7/24 10:40,,-0.012216806,0.053183794,-0.1324969,,,0,0.5,-0.5,,2.51E-05,0.002275508,0.0289%
2025/7/24 10:45,,-0.011589408,0.0522635,-0.12903273,,,0,0.5,-0.5,,0.000123176,0.00218093,0.0412%
2025/7/24 10:50,,-0.006338418,0.06257808,-0.120927155,,,0,0.5,-0.5,,-2.03E-05,0.00156855,0.0392%
2025/7/24 10:55,,-0.03150791,0.060515404,-0.12485325,,,0,0.5,-0.5,,-1.57E-05,0.004665404,0.0376%
2025/7/24 11:00,,0.006169915,0.06839192,-0.11669308,,,0,0.5,-0.5,,2.93E-06,0.001567826,0.0379%
2025/7/24 11:05,,0.011131048,0.06392467,-0.124084294,,,0,0.5,-0.5,,0.000102016,0.002176885,0.0481%
2025/7/24 11:10,,-0.016261876,0.062921286,-0.11810279,,,0,0.5,-0.5,,0.000108556,0.002781345,0.0590%
2025/7/24 11:15,,0.005447149,0.0830605,-0.11775279,,,0,0.5,-0.5,,3.62E-05,0.001569854,0.0626%
2025/7/24 11:20,,0.004532099,0.06816864,-0.12407768,,,0,0.5,-0.5,,-6.08E-05,0.001390507,0.0565%
2025/7/24 11:25,,0.003076196,0.08118665,-0.13053954,,,0,0.5,-0.5,,-1.86E-05,0.001311161,0.0546%
2025/7/24 11:30,,0.013618112,0.09001529,-0.13013792,,,0,0.5,-0.5,,-8.08E-06,0.002658855,0.0538%
2025/7/24 11:35,,0.006809354,0.083404064,-0.13211119,,,0,0.5,-0.5,,-7.33E-05,0.001788911,0.0465%
2025/7/24 11:40,,0.006200552,0.089010835,-0.12953663,,,0,0.5,-0.5,,3.46E-05,0.00173852,0.0500%
2025/7/24 11:45,,0.013228297,0.08025074,-0.13583738,,,0,0.5,-0.5,,1.83E-05,0.002572456,0.0518%
2025/7/24 11:50,,0.01008606,0.07967281,-0.13177037,,,0,0.5,-0.5,,9.00E-06,0.002168539,0.0527%
2025/7/24 11:55,,0.022553563,0.081487775,-0.13667738,,,0,0.5,-0.5,,-2.71E-05,0.003729626,0.0500%
2025/7/24 12:00,,0.00955081,0.08786368,-0.13841522,,,0,0.5,-0.5,,6.78E-05,0.002174336,0.0568%
2025/7/24 12:05,,-0.001758575,0.09333444,-0.14172488,,,0,0.5,-0.5,,-9.78E-05,0.001259922,0.0470%
2025/7/24 12:10,,-0.00339216,0.07023692,-0.12212491,,,0,0.5,-0.5,,1.30E-05,0.001255882,0.0483%
2025/7/24 12:15,,-0.00721252,0.08427334,-0.12708789,,,0,0.5,-0.5,,-7.34E-05,0.00182636,0.0409%
2025/7/24 12:20,,0.005291939,0.0786885,-0.14551938,,,0,0.5,-0.5,,-6.72E-05,0.00162043,0.0342%
2025/7/24 12:25,,-0.00419718,0.070074916,-0.13164026,,,0,0.5,-0.5,,6.22E-05,0.001386715,0.0404%
2025/7/24 12:30,,0.011577249,0.07479167,-0.11052883,,,0,0.5,-0.5,,-0.000112638,0.002249709,0.0292%
2025/7/24 12:35,,-0.000444829,0.058380485,-0.12877381,,,0,0.5,-0.5,,3.88E-05,0.00084576,0.0330%
2025/7/24 12:40,,-0.008416951,0.074334025,-0.12734693,,,0,0.5,-0.5,,-4.61E-05,0.00191625,0.0284%
2025/7/24 12:45,,-0.015185952,0.060998082,-0.14120507,,,0,0.5,-0.5,,-1.77E-05,0.002717181,0.0266%
2025/7/24 12:50,,0.016229391,0.07106304,-0.1476208,,,0,0.5,-0.5,,3.29E-05,0.0029275,0.0299%
2025/7/24 12:55,,0.003605962,0.059649825,-0.12904352,,,0,0.5,-0.5,,0.000109818,0.001243028,0.0409%
2025/7/24 13:00,,-0.009014547,0.062441707,-0.116329014,,,0,0.5,-0.5,,-2.06E-05,0.001881032,0.0389%
2025/7/24 13:05,,0.007807136,0.06989312,-0.11490464,,,0,0.5,-0.5,,2.51E-05,0.001771956,0.0414%
2025/7/24 13:10,,-0.004172564,0.065579176,-0.1268428,,,0,0.5,-0.5,,-9.13E-06,0.001340409,0.0405%
2025/7/24 13:15,,-0.01269412,0.06171727,-0.114800274,,,0,0.5,-0.5,,6.95E-05,0.002324005,0.0474%
2025/7/24 13:20,,0.009275436,0.052613616,-0.1269151,,,0,0.5,-0.5,,-5.76E-05,0.001891123,0.0416%
2025/7/24 13:25,,-0.009076476,0.07839167,-0.09982163,,,0,0.5,-0.5,,7.15E-06,0.001926663,0.0424%
2025/7/24 13:30,,0.001918912,0.068740726,-0.10452163,,,0,0.5,-0.5,,-9.29E-05,0.001005131,0.0331%
2025/7/24 13:35,,0.010228395,0.06592977,-0.10937452,,,0,0.5,-0.5,,-2.90E-05,0.002027111,0.0302%
2025/7/24 13:40,,-0.005057335,0.061697602,-0.13288033,,,0,0.5,-0.5,,0.000164247,0.001446938,0.0466%
2025/7/24 13:45,,-0.007899344,0.0811367,-0.12468809,,,0,0.5,-0.5,,-3.17E-05,0.001883901,0.0434%
2025/7/24 13:50,,0.001998425,0.07230556,-0.12185979,,,0,0.5,-0.5,,1.76E-05,0.00109586,0.0452%
2025/7/24 13:55,,-0.017353475,0.0789485,-0.13030142,,,0,0.5,-0.5,,-3.15E-05,0.003052989,0.0420%
2025/7/24 14:00,,-0.00959295,0.053545237,-0.11928618,,,0,0.5,-0.5,,0.000132569,0.001909428,0.0553%
2025/7/24 14:05,,0.01387918,0.054347157,-0.13464558,,,0,0.5,-0.5,,-0.000176364,0.002494288,0.0377%
2025/7/24 14:10,,-0.003060043,0.048874617,-0.12609547,,,0,0.5,-0.5,,-2.95E-05,0.001101621,0.0347%
2025/7/24 14:15,,-0.013395548,0.08030975,-0.1292293,,,0,0.5,-0.5,,-2.61E-05,0.002570607,0.0321%
2025/7/24 14:20,,-0.011405051,0.07159889,-0.13270038,,,0,0.5,-0.5,,0.000118933,0.002285932,0.0440%
2025/7/24 14:25,,-0.013213277,0.078516245,-0.13601768,,,0,0.5,-0.5,,-4.08E-06,0.00256091,0.0436%
2025/7/24 14:30,,-0.004739583,0.05938649,-0.12534976,,,0,0.5,-0.5,,0.00018358,0.001368159,0.0619%
2025/7/24 14:35,,0.003508449,0.06576359,-0.10867238,,,0,0.5,-0.5,,8.00E-05,0.001197218,0.0699%
2025/7/24 14:40,,-0.001106679,0.08513057,-0.113283515,,,0,0.5,-0.5,,-9.33E-05,0.001032936,0.0606%
2025/7/24 14:45,,-0.004702568,0.0705055,-0.11161178,,,0,0.5,-0.5,,0.000149912,0.001382422,0.0756%
2025/7/24 14:50,,-0.006995618,0.08580196,-0.088330925,,,0,0.5,-0.5,,2.51E-05,0.001675232,0.0781%
2025/7/24 14:55,,0.003557563,0.065039635,-0.10450804,,,0,0.5,-0.5,,0.000137793,0.001184602,0.0919%
2025/7/24 15:00,,0.007735491,0.05820763,-0.12846541,,,0,0.5,-0.5,,3.12E-05,0.001740348,0.0950%
2025/7/24 15:05,,0.019353509,0.08872342,-0.12912369,,,0,0.5,-0.5,,2.61E-05,0.003353071,0.0976%
2025/7/24 15:10,,-0.008844376,0.08591282,-0.13731915,,,0,0.5,-0.5,,-3.61E-05,0.00207207,0.0940%
2025/7/24 15:15,,0.004236937,0.08595514,-0.14743423,,,0,0.5,-0.5,,0.000135262,0.001540505,0.1075%
2025/7/24 15:20,,-0.012025476,0.10200131,-0.14384109,,,0,0.5,-0.5,,5.48E-05,0.002581506,0.1130%
2025/7/24 15:25,,0.019631028,0.09000909,-0.16046363,,,0,0.5,-0.5,,-8.86E-06,0.003502839,0.1121%
2025/7/24 15:30,,0.001228929,0.09313786,-0.15646821,,,0,0.5,-0.5,,-9.53E-05,0.001244412,0.1026%
2025/7/24 15:35,,-0.019243598,0.09689152,-0.13484812,,,0,0.5,-0.5,,0.000118572,0.003407874,0.1145%
2025/7/24 15:40,,-0.00205642,0.082828045,-0.14811599,,,0,0.5,-0.5,,9.85E-05,0.001256068,0.1243%
2025/7/24 15:45,,0.004414558,0.078404665,-0.119258106,,,0,0.5,-0.5,,-4.33E-06,0.001420343,0.1239%
2025/7/24 15:50,,-0.007797599,0.06520295,-0.14104736,,,0,0.5,-0.5,,-7.81E-06,0.001832958,0.1231%
2025/7/24 15:55,,-0.006246328,0.071787834,-0.13144082,,,0,0.5,-0.5,,-0.000104014,0.001648244,0.1127%
2025/7/24 16:00,,-0.012118816,0.0949043,-0.13099605,,,0,0.5,-0.5,,-2.19E-06,0.0025065,0.1125%
2025/7/24 16:05,,-0.006662905,0.093153834,-0.13308167,,,0,0.5,-0.5,,-7.19E-05,0.00183225,0.1053%
2025/7/24 16:10,,-0.008155227,0.08304131,-0.13940585,,,0,0.5,-0.5,,-2.94E-05,0.001977416,0.1024%
2025/7/24 16:15,,-0.021847904,0.08208728,-0.14258063,,,0,0.5,-0.5,,2.36E-05,0.003666743,0.1047%
2025/7/24 16:20,,-0.003526568,0.0808146,-0.12604707,,,0,0.5,-0.5,,0.000152624,0.00134886,0.1200%
2025/7/24 16:25,,-0.008140743,0.07538843,-0.13374841,,,0,0.5,-0.5,,1.46E-05,0.001910611,0.1214%
