date,return,pnl
2025-07-24,0.0028878262860703935,0.0028878262860703935
2025-07-25,-0.003070376377552396,-0.0001825500914820026
2025-07-26,0.005071545278817458,0.0048889951873354555
2025-07-27,0.01161555363635856,0.016504548823694017
2025-07-28,0.0009689034910925099,0.017473452314786527
2025-07-29,0.003913357069056722,0.02138680938384325
2025-07-30,0.01898067465193774,0.040367484035780984
2025-07-31,-0.017796489567850418,0.022570994467930566
