ADAUSDT,AGIXUSDT,ARBUSDT,AVAXUSDT,BNBUSDT,BTCUSDT,DOGEUSDT,ETHUSDT,SOLUSDT,SUIUSDT,UNIUSDT,XRPUSDT
0.016252875,0.071208596,0.03782773,0.110633135,-0.027866423,-0.011109352,0.020554423,0.012605786,0.027641177,-0.014689922,0.030970216,-0.103319526
0.010473013,0.06691027,0.04058945,0.11269748,-0.022132277,-0.012789249,0.01879263,0.003448248,0.030770898,-0.021108866,0.038096786,-0.10531837
0.016016126,0.06490922,0.039116025,0.11252856,-0.023596704,-0.014172316,0.021744609,0.007454395,0.029587507,-0.019355714,0.033336878,-0.105816066
0.015988708,0.06424534,0.0367558,0.11406934,-0.025443971,-0.010273695,0.020749927,0.009479046,0.029862404,-0.018489718,0.03452742,-0.10285878
0.01641941,0.058814764,0.03927183,0.111219764,-0.02657795,-0.014425576,0.02376318,0.010241866,0.032796025,-0.02076906,0.035831332,-0.10418701
0.013436437,0.067661524,0.039216876,0.11501229,-0.022088408,-0.015815139,0.02066207,0.01093173,0.029067159,-0.014966965,0.03494358,-0.103366375
0.014411092,0.06165433,0.03877914,0.114816904,-0.026495099,-0.013730884,0.018633842,0.002867937,0.03218162,-0.021653235,0.034742832,-0.101824105
0.016994238,0.06265247,0.038740396,0.11392212,-0.023088574,-0.012144864,0.019174099,0.006891251,0.031538606,-0.018897831,0.034808278,-0.099941015
0.015843868,0.06429303,0.03823924,0.11229968,-0.02424699,-0.013575971,0.020491838,0.009269714,0.026273608,-0.021041334,0.035048485,-0.09985983
0.018702269,0.062766075,0.040166855,0.107988834,-0.020936906,-0.01539433,0.018722653,0.01003015,0.025757432,-0.023868024,0.034118295,-0.103586614
0.021287084,0.06783199,0.039679527,0.11064148,-0.023209453,-0.021343708,0.025970936,0.008195281,0.027549982,-0.017455816,0.03249359,-0.104742944
0.023801327,0.06554246,0.040381074,0.11376703,-0.023922622,-0.01634866,0.023573875,0.009047151,0.02330339,-0.013635397,0.032828927,-0.104968846
0.027067423,0.06483781,0.038539886,0.10919452,-0.022315264,-0.02024579,0.025339007,0.010566831,0.01714921,-0.011917591,0.031829238,-0.10372704
0.024531007,0.06638312,0.041354656,0.10867572,-0.021765828,-0.01977694,0.023878932,0.009158611,0.02295363,-0.010680199,0.030679941,-0.10393798
0.030483842,0.063970804,0.039805412,0.10912955,-0.024800718,-0.024394035,0.029916048,0.012973905,0.019831061,-0.008182824,0.028669477,-0.108915806
0.037022233,0.065205455,0.0403347,0.10572088,-0.023529291,-0.023187041,0.02867341,0.004336953,0.012230396,-0.007371962,0.026001453,-0.10253191
0.034400463,0.062949896,0.03767991,0.11090422,-0.03214109,-0.01566118,0.027671576,0.005952597,0.01526165,-0.010533333,0.027301311,-0.10768473
0.031700253,0.060569048,0.03556764,0.10276878,-0.024769068,-0.019266248,0.029442549,0.016026735,0.016228676,-0.00695616,0.02387321,-0.09941012
0.041435838,0.060873866,0.03195405,0.10547638,-0.021805942,-0.020635009,0.033776283,0.019820333,0.011905551,-0.004706144,0.024735928,-0.10466945
0.044202805,0.05994153,0.036186934,0.10082114,-0.020963311,-0.023547411,0.03718412,0.018765092,0.008569479,0.00059998,0.021700382,-0.10746133
0.050469756,0.06769204,0.041828632,0.1041975,-0.015839756,-0.033615112,0.03445077,0.014879227,-0.008302093,0.006438017,0.029056668,-0.114117384
0.048951745,0.072098136,0.055273294,0.09800553,-0.007352769,-0.039034784,0.034044504,0.009314179,-0.008606672,0.008142114,0.027718782,-0.120256424
0.054172277,0.07596648,0.060635448,0.09981036,-0.002807021,-0.045499623,0.03347659,0.00507009,-0.015787125,0.012789488,0.027319789,-0.12567782
0.050832987,0.0816046,0.062475204,0.09851587,-0.003362715,-0.048356652,0.039598823,0.004742265,-0.023101032,0.016060948,0.023288488,-0.13227695
0.055959463,0.085662246,0.0628736,0.09691477,-0.000590622,-0.048383534,0.042630196,0.002179265,-0.026962638,0.018824935,0.014278054,-0.13208067
0.056177974,0.08794963,0.062485218,0.09215498,0.00042212,-0.046355963,0.039513826,0.002310872,-0.029650748,0.022568345,0.012395382,-0.136073
0.058267713,0.08270931,0.059860826,0.092068434,-0.000852108,-0.044815004,0.03621888,0.006029129,-0.031073928,0.0219661,0.007482648,-0.12586176
0.057076097,0.08309841,0.057490945,0.09291792,-0.004937947,-0.0435611,0.040685296,0.004619002,-0.026653409,0.018463135,0.007896781,-0.12794077
0.059704065,0.07944882,0.045469403,0.095173955,-0.009847343,-0.03276539,0.041201115,0.01099515,-0.021771967,0.014297485,0.00268054,-0.12108725
0.05268538,0.07649195,0.044528008,0.09658337,-0.01668793,-0.029655457,0.040181875,0.011358738,-0.015335083,0.011184335,0.00706923,-0.11916494
0.054370046,0.068347454,0.037456155,0.1077832,-0.023111701,-0.020915627,0.04064226,0.011583567,-0.008151293,0.007531047,0.006972432,-0.11178774
0.04721582,0.07287848,0.039448142,0.11272323,-0.026465118,-0.017053723,0.037113667,0.003934503,0.000876069,-0.000137329,0.010846615,-0.111184895
0.035763025,0.06507647,0.0385108,0.10908246,-0.02780199,-0.012157559,0.031144142,0.010468125,0.012045145,-0.007796824,0.013925314,-0.103058934
0.031118274,0.07069147,0.03900659,0.11055493,-0.030803204,-0.010650218,0.028011322,0.004749894,0.013625622,-0.01501143,0.017827034,-0.10497069
0.024303317,0.07199144,0.04196632,0.11510682,-0.025454879,-0.01562494,0.030181885,0.001955271,0.022648811,-0.013449073,0.024087787,-0.10723561
0.02015841,0.074771285,0.03922379,0.11397159,-0.029525638,-0.011693001,0.025334477,0.003251195,0.026863694,-0.020891368,0.019720793,-0.1006968
0.013777614,0.07394612,0.040434837,0.11501014,-0.02429372,-0.011287332,0.025595903,0.000800371,0.032102585,-0.02219361,0.025518775,-0.10567373
0.011649728,0.07179904,0.042392015,0.11226773,-0.023121059,-0.012622833,0.02318418,0.003579855,0.030017614,-0.021842062,0.028977633,-0.106004596
0.012196302,0.07606685,0.044543624,0.11641562,-0.023144305,-0.013378084,0.021131277,0.001482248,0.030210376,-0.02153331,0.025418758,-0.108058214
0.016009212,0.070087194,0.039484024,0.11639702,-0.023117423,-0.011220455,0.020267129,0.000391245,0.026675582,-0.02057296,0.032883048,-0.10264021
0.012896538,0.07015598,0.04037118,0.11499381,-0.020357192,-0.01340735,0.020744681,-0.000610769,0.033981323,-0.021377802,0.030667901,-0.104022026
0.01925385,0.06744051,0.040019155,0.11391401,-0.024137378,-0.015557885,0.025024533,0.005942226,0.027592897,-0.018665195,0.029521585,-0.103274226
0.022631884,0.06043136,0.039793253,0.107755184,-0.023537457,-0.016592622,0.0251441,0.011612535,0.025842786,-0.01844424,0.03238678,-0.10354316
0.023523808,0.06537807,0.037895918,0.11133897,-0.02246064,-0.021515787,0.027021527,0.008849144,0.02572763,-0.012209773,0.031657934,-0.104714274
0.030177355,0.06181276,0.038037777,0.110418916,-0.022334576,-0.02279663,0.030477285,0.004135728,0.020211577,-0.01216352,0.032185435,-0.104807734
0.028856874,0.064685345,0.03955984,0.11323571,-0.020175993,-0.020490825,0.0258708,0.006186843,0.019212484,-0.010158539,0.02975452,-0.10909939
0.030964851,0.06041932,0.03466189,0.10599339,-0.025455415,-0.015529454,0.026464224,0.017016172,0.018363357,-0.008896053,0.025519371,-0.10139042
0.038191438,0.06488943,0.036185265,0.10460067,-0.023234904,-0.018610418,0.033141017,0.015120506,0.015646935,-0.00605911,0.020712376,-0.1035893
0.04321754,0.063941956,0.039354324,0.102669716,-0.02530986,-0.024480224,0.032072067,0.00978303,0.00684917,-0.006162942,0.023136616,-0.111397386
0.04698813,0.06444955,0.035298467,0.10332835,-0.019501686,-0.023418605,0.037342668,0.015240312,0.003040433,0.004002333,0.017334938,-0.10833681
0.04842329,0.066691756,0.030782938,0.10528219,-0.019928396,-0.020261228,0.03830242,0.01678288,-0.000757813,0.004591942,0.01830411,-0.1085788
0.050355792,0.0706501,0.04153359,0.103313565,-0.019123673,-0.020947874,0.03566706,0.010316372,-0.002856076,-0.001479209,0.02074635,-0.11127925
0.05198419,0.06578171,0.03496909,0.10621166,-0.02578473,-0.019456923,0.03741789,0.01638329,-0.000383616,0.002149701,0.01642704,-0.11580604
0.054463387,0.065136075,0.032277584,0.106276274,-0.028420866,-0.022945762,0.041417122,0.011126637,-0.003102303,0.002715349,0.012100101,-0.11587888
0.057596684,0.06605041,0.03514564,0.10719848,-0.026191056,-0.023222744,0.04266107,0.011347532,0.000104547,0.002811194,0.014725566,-0.11116618
0.05452609,0.06661463,0.034694076,0.10601425,-0.027749717,-0.018984318,0.03821826,0.010807633,0.000530362,0.000546336,0.016491413,-0.11068517
0.049464464,0.06441283,0.035357356,0.09999108,-0.022535205,-0.019564211,0.040801406,0.017359972,0.004505277,-0.004946291,0.014611483,-0.10783589
0.047308564,0.07000184,0.039952517,0.106921196,-0.020732641,-0.023392975,0.0357455,0.00910604,-0.001310408,0.001767278,0.017724037,-0.11702186
0.048573494,0.06913376,0.037004232,0.1078372,-0.023749113,-0.024529457,0.034435987,0.007840633,-0.000489175,0.000716209,0.020673275,-0.11379099
0.044751287,0.06516838,0.03579855,0.10086429,-0.020368636,-0.022753656,0.037874103,0.015621305,0.006361485,-0.002692163,0.016936898,-0.10882425
0.05254388,0.069105744,0.036378384,0.10238302,-0.02056408,-0.032196045,0.039607406,0.011070251,-0.002774179,0.007184744,0.019195199,-0.11238968
0.055672407,0.065565825,0.043748617,0.10132861,-0.020310342,-0.02187115,0.038742423,0.014746428,-0.003955185,0.00470376,0.014918804,-0.115805924
0.054786086,0.07044864,0.046189785,0.091658115,-0.009278417,-0.038321435,0.038248777,0.015940309,-0.006928146,0.004143,0.022703648,-0.11782104
0.05266142,0.07774913,0.05826521,0.094065666,-0.000843823,-0.042053282,0.036634564,0.00538528,-0.016539752,0.009779573,0.024433374,-0.11831486
0.057341218,0.08280647,0.060625672,0.09161866,-0.001586199,-0.04671669,0.042083263,0.008078933,-0.0222916,0.016700268,0.015121937,-0.12951624
0.057456136,0.078217626,0.060754776,0.09387195,-0.002076209,-0.0447945,0.037064552,0.002279759,-0.024517238,0.010069609,0.020437121,-0.124179125
0.048659325,0.08065593,0.0711689,0.08961892,0.004948974,-0.049283147,0.03812802,0.002017975,-0.023225367,0.012541652,0.018722296,-0.12972832
0.055149674,0.08928621,0.0774107,0.08779359,0.009342432,-0.056147873,0.040081978,-0.005630434,-0.032942593,0.018964887,0.01642108,-0.13100463
0.05355835,0.087637305,0.07560766,0.08872521,0.009400964,-0.054927826,0.046735287,-0.001301289,-0.029485464,0.016086698,0.010477543,-0.13105214
0.058043122,0.08806658,0.06988847,0.0949105,0.006125808,-0.045194387,0.04725027,0.004690409,-0.032506168,0.017026782,-0.003567636,-0.1308428
0.058017015,0.09241235,0.06378484,0.10654795,-0.003786147,-0.031289518,0.04363787,-0.005255044,-0.02317983,0.009141564,-0.00891614,-0.12928319
0.044151068,0.081644416,0.05081272,0.11060929,-0.021326661,-0.020026505,0.036102295,-0.006495655,-0.007429302,-0.000165224,-0.000235677,-0.11191583
0.038169146,0.08338094,0.047385693,0.10901141,-0.026711345,-0.012145817,0.031261563,0.005932093,0.006919026,-0.012323022,0.005770803,-0.107132256
0.019917846,0.08284044,0.045216084,0.11802864,-0.028338134,-0.013056636,0.022541285,-0.004843533,0.019763231,-0.024010241,0.0182122,-0.11044669
0.010333538,0.08349061,0.044470787,0.120886326,-0.026070356,-0.011495471,0.01992321,-0.004348457,0.028899431,-0.022958875,0.023035884,-0.11125696
0.000104189,0.086860895,0.047973633,0.11774516,-0.025603235,-0.008922577,0.010607958,-0.001444638,0.028594255,-0.030244112,0.032598972,-0.11259484
-0.001704752,0.077172756,0.0437423,0.122115016,-0.025128126,-0.013711453,0.011951685,-0.007305741,0.0372715,-0.029873252,0.035274506,-0.11167079
-0.00486064,0.07860148,0.046260238,0.120520115,-0.02377969,-0.010056555,0.008116961,-0.005559146,0.039502263,-0.034933925,0.03757465,-0.11259079
-0.006945431,0.07941759,0.0453465,0.1220752,-0.022623181,-0.011478663,0.011592388,-0.007995665,0.04252422,-0.03419608,0.038948417,-0.117035925
-0.004008591,0.08108926,0.043878555,0.11930716,-0.019634962,-0.014572501,0.015830874,-0.00363183,0.042381525,-0.031044126,0.03473091,-0.1101948
-0.000916719,0.071015,0.04136336,0.11488247,-0.01593393,-0.009823084,0.014526367,-0.004313946,0.039576054,-0.031145513,0.03399563,-0.10565823
-0.001524746,0.07052505,0.042424917,0.1169399,-0.02270168,-0.009971678,0.014383078,-0.003368914,0.04148841,-0.029946327,0.03510475,-0.10773653
0.009260058,0.06499803,0.04063809,0.11728597,-0.020681739,-0.011775076,0.017410398,0.001631498,0.03813398,-0.026323915,0.035358667,-0.10438526
0.008450747,0.061816692,0.043741107,0.114895225,-0.019161046,-0.015250802,0.02231586,-0.004436731,0.036101937,-0.031709433,0.035161138,-0.10382062
0.008232236,0.06739032,0.040725827,0.11458588,-0.021734357,-0.015668213,0.019259453,0.006517768,0.033011675,-0.022040844,0.03513515,-0.10328692
0.013487577,0.06408644,0.04279542,0.11574662,-0.018367648,-0.019212902,0.01906097,0.002088308,0.031100035,-0.023381293,0.03503287,-0.10780835
0.010806322,0.060444117,0.042372942,0.11674559,-0.021941781,-0.017982304,0.019104958,-0.003137708,0.0329566,-0.028791249,0.03582108,-0.1079129
0.023535728,0.060152292,0.041100264,0.11268234,-0.02119881,-0.017687023,0.024452806,0.0076617,0.02832377,-0.024003685,0.035022736,-0.10498303
0.02181387,0.062538266,0.038226724,0.110566735,-0.015237272,-0.019717395,0.025060892,0.005837202,0.025771618,-0.019563496,0.027650833,-0.10331702
0.018327594,0.05783224,0.043056488,0.108439565,-0.021629632,-0.018132627,0.021591067,0.00888288,0.02265644,-0.021585345,0.030851364,-0.10627204
0.028268695,0.06316841,0.039978147,0.1027118,-0.017956674,-0.022741258,0.03561783,0.014976025,0.022654295,-0.014693737,0.02444148,-0.10436666
0.04264736,0.060266376,0.035128474,0.1033349,-0.024520576,-0.017245889,0.032895923,0.018814445,0.015236974,-0.005730212,0.015369892,-0.10694569
0.04105556,0.065835714,0.041040063,0.10289717,-0.016683757,-0.021886647,0.0373919,0.020082474,0.010067344,-0.011319578,0.018288374,-0.10288566
0.053649664,0.068256736,0.041749597,0.09541702,-0.01215744,-0.024230778,0.03979075,0.022597909,-0.000118911,0.003862977,0.011092544,-0.11032623
0.06311834,0.070117354,0.062470436,0.08553052,-0.005508661,-0.024918556,0.04705298,0.013677835,-0.00602001,-0.003653407,0.000634313,-0.12092185
0.052361608,0.08006489,0.075243115,0.09082794,0.004103899,-0.04163778,0.050381422,0.003032684,-0.014030576,0.001095176,-0.001763105,-0.12822092
0.053312182,0.0828377,0.07545233,0.08916974,0.004497528,-0.04351914,0.04566598,0.000158191,-0.02394563,0.007229328,-0.001410544,-0.1300124
0.05355227,0.09127271,0.081798196,0.09810841,0.018878818,-0.045491993,0.04703045,-0.005125105,-0.03245747,0.013384581,-0.006975353,-0.1341247
0.05999863,0.0879786,0.082663655,0.097669125,0.011354804,-0.046912193,0.043573856,-0.009833872,-0.03654951,0.01304996,0.001084566,-0.13265389
0.05770576,0.097527385,0.08764386,0.10060501,0.014519811,-0.05326414,0.048429966,-0.009975016,-0.037786126,0.015017986,-0.008167148,-0.13411379
0.062224865,0.0918417,0.08202267,0.10381436,0.011391521,-0.041546047,0.045550466,-0.004927754,-0.04451108,0.01738286,-0.000689268,-0.1352455
0.070091724,0.0911386,0.07474494,0.09143746,0.007750154,-0.035401404,0.049128175,-0.004775703,-0.030534744,0.014006019,-0.005473614,-0.12601006
0.06958699,0.08738947,0.06811142,0.10147977,0.003479123,-0.030718565,0.047054887,0.006093621,-0.030181289,0.010536313,-0.005887091,-0.12828028
0.062889695,0.08623183,0.05707574,0.09698069,-0.002831042,-0.031150103,0.04648781,0.001163483,-0.019982874,0.007772446,-0.002544105,-0.1196574
0.059163928,0.07339299,0.05264783,0.09361613,-0.013052523,-0.0338614,0.046090245,0.003063917,-0.021409333,0.00213325,0.014668226,-0.12256801
0.058915377,0.07283318,0.045885444,0.09947288,-0.017584085,-0.027131498,0.052544236,0.009652376,-0.008731723,0.003684878,0.000415921,-0.12011814
0.05363083,0.075832725,0.040736556,0.10492134,-0.020948768,-0.023545682,0.044877052,0.00816226,-0.006244183,0.00202024,0.005840659,-0.11684191
0.050542712,0.066333294,0.038518667,0.108397126,-0.026535928,-0.017127633,0.038724065,0.012760878,0.003435493,-0.005821705,0.014480352,-0.11635184
0.043949723,0.064504504,0.03983414,0.104092956,-0.026412725,-0.017873526,0.034856915,0.011478543,0.007218242,-0.010318518,0.01628828,-0.10980481
0.04106903,0.063014984,0.03785062,0.108130574,-0.02605617,-0.01887554,0.038778067,0.010243177,0.017471313,-0.018400192,0.022876501,-0.10486561
0.035339713,0.06315911,0.03696835,0.111325264,-0.028481722,-0.015951157,0.03600979,0.007773876,0.01691544,-0.016615927,0.019991636,-0.10971713
0.031380177,0.05923748,0.03911519,0.10530603,-0.02694416,-0.014253557,0.033919334,0.01418829,0.019544363,-0.01623559,0.019059658,-0.10226357
0.03491676,0.064240456,0.036731124,0.10653043,-0.02384746,-0.019706309,0.035259247,0.013392329,0.014676452,-0.012077987,0.015728593,-0.10657066
0.036233664,0.06794298,0.038783193,0.10348213,-0.022088885,-0.021703541,0.030670404,0.013756394,0.014384151,-0.010261238,0.020806909,-0.10904944
0.03272462,0.062956214,0.03564191,0.11069298,-0.02501744,-0.017476916,0.036262274,0.013668895,0.02318275,-0.016533077,0.018142104,-0.107251644
0.03454113,0.060783148,0.040338635,0.111537576,-0.028654456,-0.016867757,0.033684254,0.009974003,0.021536231,-0.020378113,0.02043724,-0.110209465
0.027696729,0.065426946,0.039007664,0.11016083,-0.02311337,-0.016330898,0.03993237,0.011263967,0.027222276,-0.023295283,0.014682889,-0.10542679
0.033525586,0.0586015,0.03873861,0.10114968,-0.026656747,-0.015857697,0.039546132,0.014047265,0.020777822,-0.02348411,0.0163517,-0.10316169
0.030367136,0.058548212,0.041310787,0.105745554,-0.023544073,-0.01660484,0.033141255,0.015304923,0.023445249,-0.018948078,0.017588258,-0.10069984
0.03784156,0.059500337,0.03992665,0.10463369,-0.021061897,-0.01861924,0.035973072,0.014854431,0.017057657,-0.016353786,0.018985748,-0.10230845
0.03684759,0.060206532,0.039755583,0.104613066,-0.022750676,-0.014530122,0.033715725,0.020685673,0.017806768,-0.012286365,0.015946269,-0.10434955
0.03760767,0.067272425,0.038633466,0.10781598,-0.021433473,-0.016395807,0.038355947,0.011482239,0.015285015,-0.013369858,0.01438272,-0.10439867
0.044184804,0.06705761,0.039934635,0.10556877,-0.022105992,-0.022074163,0.03810835,0.013167977,0.014465451,-0.006673515,0.016030073,-0.10505217
0.044923186,0.061046004,0.039616823,0.10331619,-0.022556782,-0.018193662,0.040967584,0.01810968,0.015720606,-0.014975607,0.011906743,-0.107234
0.034685016,0.06896782,0.038526654,0.10498023,-0.024503887,-0.019025445,0.037813544,0.014230609,0.014018297,-0.017385483,0.016507506,-0.10857648
0.035806775,0.06371856,0.03984666,0.107135296,-0.02766639,-0.015639007,0.03732729,0.019595146,0.018545985,-0.016023934,0.016589522,-0.1138522
0.04525602,0.06430507,0.04136002,0.10442948,-0.02627647,-0.011038303,0.03720081,0.012238026,0.012106538,-0.015001237,0.009913683,-0.10788214
0.04130566,0.067340255,0.04472828,0.107180834,-0.021651268,-0.018384993,0.033246994,0.010726094,0.008821845,-0.0146662,0.01916945,-0.10697186
0.035956144,0.06528807,0.043946385,0.10102606,-0.017074108,-0.019308805,0.035015106,0.016843319,0.02028501,-0.013348639,0.017197967,-0.10433471
0.048335552,0.06291568,0.046598792,0.09960759,-0.015782773,-0.026777148,0.03945732,0.016520739,0.005571365,-0.006891072,0.01678276,-0.10705322
0.05009806,0.06672859,0.047834396,0.10322523,-0.01713121,-0.022289395,0.041980863,0.018675447,0.000721335,-0.006239116,0.015470028,-0.11269045
0.05283606,0.07137966,0.04637313,0.09486306,-0.010777652,-0.033051252,0.03655076,0.013456106,-0.007883906,0.001891971,0.016169548,-0.11437386
0.05426252,0.075636506,0.050569534,0.092433214,-0.007627487,-0.036028087,0.03973365,0.018303871,-0.004138768,0.002321959,0.01594472,-0.11009985
